metric,variant,param,coef,std_err,pvalue
lexical_diversity,hac,post_0,0.0004409262184307365,0.005820647561287917,0.939616333114734
lexical_diversity,hac,time_post_0,0.0016705845986677882,0.0004896993690906207,0.0006461850322138652
lexical_diversity,hac,post_1,-0.01049914373875997,0.007145057352272172,0.14171687381921205
lexical_diversity,hac,time_post_1,-0.0004131048522707276,0.0007244105494454025,0.5684990333431406
lexical_diversity,hac,mo_2,-0.0093638894257147,0.003179504949546639,0.0032287346997276977
lexical_diversity,hac,mo_3,-0.002400385852070603,0.0038027616441607777,0.5278955438916186
lexical_diversity,hac,mo_4,-0.00030002468791515136,0.004607599029085119,0.948082285936185
lexical_diversity,hac,mo_5,0.0051257904542031715,0.0061480338453861,0.404434047587493
lexical_diversity,hac,mo_6,0.010849508593083174,0.009101981635828076,0.23326355073865923
lexical_diversity,hac,mo_7,-0.0029329169153036096,0.004654672643218596,0.5286280798610306
lexical_diversity,hac,mo_8,0.004954639065190697,0.004803682248684967,0.30234145473321694
lexical_diversity,hac,mo_9,0.011653588617377263,0.00511760131768142,0.022776770777980657
lexical_diversity,hac,mo_10,0.007331791428199397,0.005750948548071223,0.2023503560255825
lexical_diversity,hac,mo_11,0.004790695014500806,0.004629854281980721,0.3007903911133154
lexical_diversity,hac,mo_12,0.0019540023657137195,0.008196410651254477,0.8115729427397761
lexical_diversity,wls_sqrt_n,const,0.15788215215695628,0.00945257818517187,1.2558281981679068e-62
lexical_diversity,wls_sqrt_n,time,-0.0004976203301037194,0.00034459404433388746,0.14871731998715015
lexical_diversity,wls_sqrt_n,post_0,-0.003743389012180784,0.005125579777828289,0.4651855936588296
lexical_diversity,wls_sqrt_n,time_post_0,0.0017701325356103952,0.0004968175229620541,0.0003667202726847406
lexical_diversity,wls_sqrt_n,post_1,-0.017586171135492313,0.006109650668620132,0.003996663201749243
lexical_diversity,wls_sqrt_n,time_post_1,-0.00011840745688496054,0.0004813532848347697,0.8056909990113247
lexical_diversity,wls_sqrt_n,mo_2,-0.0033037178187130534,0.004011185552191031,0.4101519411522506
lexical_diversity,wls_sqrt_n,mo_3,0.0005034606393534624,0.003247912824411927,0.8768130277918795
lexical_diversity,wls_sqrt_n,mo_4,0.0022519556862851398,0.003917749867257308,0.5654208586128134
lexical_diversity,wls_sqrt_n,mo_5,0.008103891386356919,0.006864354752221397,0.23777126553543937
lexical_diversity,wls_sqrt_n,mo_6,0.010980434649686233,0.010404374518791684,0.291257459858404
lexical_diversity,wls_sqrt_n,mo_7,0.0001544646956517983,0.004225920742318202,0.970842435123368
lexical_diversity,wls_sqrt_n,mo_8,0.008073076090450215,0.004330160005060239,0.062267958255542905
lexical_diversity,wls_sqrt_n,mo_9,0.013404798545064642,0.006010105418334498,0.025722451088919813
lexical_diversity,wls_sqrt_n,mo_10,0.010683427230062104,0.005113053590256592,0.03666798354623544
lexical_diversity,wls_sqrt_n,mo_11,0.007351622646533245,0.005020191186394207,0.14308171423221577
lexical_diversity,wls_sqrt_n,mo_12,0.008345070969516616,0.010271656487126633,0.4165410796476545
lexical_diversity,sarimax,const,0.1646336425130556,0.08278659728235956,0.0467397472602602
lexical_diversity,sarimax,time,-0.000677338484527541,0.0026260405237806144,0.7964597992102629
lexical_diversity,sarimax,post_0,0.0005716780842681429,0.016545335689096382,0.9724368013759676
lexical_diversity,sarimax,time_post_0,0.0017665602497915975,0.0028539869043681773,0.5359296647367452
lexical_diversity,sarimax,post_1,-0.010450575729159486,0.010691339200378666,0.32833132043946855
lexical_diversity,sarimax,time_post_1,-0.0005254245689215979,0.0009615970384127063,0.5847853303951582
lexical_diversity,sarimax,mo_2,-0.009325089852360456,0.008264214975808138,0.2591638145930585
lexical_diversity,sarimax,mo_3,-0.0024193774508113235,0.06605865539150589,0.9707842608803134
lexical_diversity,sarimax,mo_4,-0.00027694384668431227,0.019342809232951293,0.9885765471068036
lexical_diversity,sarimax,mo_5,0.005143640255757324,0.00841695405727448,0.5411302628711341
lexical_diversity,sarimax,mo_6,0.010867663219729682,0.007739873225338887,0.16028494895988732
lexical_diversity,sarimax,mo_7,-0.0029171565095823973,0.018811550865694613,0.8767640658385389
lexical_diversity,sarimax,mo_8,0.004983931071661975,0.011925712737054877,0.6760094591997226
lexical_diversity,sarimax,mo_9,0.011616535577872044,0.008798788139046974,0.1867540085095445
lexical_diversity,sarimax,mo_10,0.007372665546654284,0.008744255260987065,0.3991479651053955
lexical_diversity,sarimax,mo_11,0.004705480047686384,0.012401702451145111,0.7043744382894402
lexical_diversity,sarimax,mo_12,0.0019887152523148984,0.006664163784818296,0.7653831421001634
lexical_diversity,sarimax,ar.L1,0.11204970035452501,1.0944293308433968,0.9184535890074395
lexical_diversity,sarimax,ma.L1,0.11509452331832781,1.092505828453802,0.9160987907952787
lexical_diversity,sarimax,sigma2,9.15353296768046e-05,2.565351426257835e-05,0.00035952443657762844
